Time,Brightness,Error
0.0,0.999949938189,9.11869894347e-05
0.0520747173497,1.00000875116,4.12012711018e-05
0.104149434699,0.99997878696,0.000135162956715
0.156224152049,0.999993460003,5.16573167218e-05
0.208298869399,0.999993540324,0.0001229039084
0.260373586749,1.00000782481,6.56732792645e-05
0.312448304098,1.00003257633,7.05887380637e-06
0.364523021448,1.00000235408,4.45617475964e-05
0.416597738798,1.00001978202,0.00015990457934
0.468672456148,0.999974352628,0.000115153817974
0.520747173497,1.00005320871,5.6849720704e-05
0.572821890847,0.999984795376,5.89842962408e-05
0.624896608197,0.999983352069,4.46750914334e-05
0.676971325547,1.00003703123,5.96647789291e-06
0.729046042896,0.9999979447,2.88945281885e-05
0.781120760246,0.999996905991,1.16614928695e-05
0.833195477596,0.999990801579,4.623840461e-05
0.885270194946,0.999974769992,3.30491508844e-05
0.937344912295,1.00003812923,0.000102595133992
0.989419629645,1.00001437711,1.68964073197e-06
1.04149434699,1.00001349698,8.78348431175e-05
1.09356906434,1.00000391004,0.000130505206438
1.14564378169,1.00002846337,0.000154945464844
1.19771849904,0.999986703635,1.4809656025e-05
1.24979321639,1.00003212576,0.000141391955023
1.30186793374,0.99999911279,1.5401619412e-05
1.35394265109,0.999983839471,7.51587922297e-05
1.40601736844,1.00000278992,0.000116189632116
1.45809208579,0.999978473951,9.37949024386e-05
1.51016680314,0.999979862276,4.76446339199e-05
1.56224152049,1.00002358503,0.000104015377174
1.61431623784,1.00001196356,3.73311020127e-05
1.66639095519,0.999998524788,0.00013091357984
1.71846567254,1.00000653636,0.000109778732566
1.77054038989,0.999961716581,3.78344079893e-05
1.82261510724,0.999983297157,0.00015065798949
1.87468982459,0.999992118217,2.93198091321e-07
1.92676454194,1.00002706275,5.44602589171e-05
1.97883925929,1.00001099938,0.000126011458536
2.03091397664,1.00003659453,5.35101905181e-05
2.08298869399,0.999985706347,3.78358333073e-05
2.13506341134,0.999997122702,9.36700060559e-05
2.18713812869,1.00003209483,0.000125478785081
2.23921284604,0.999949756417,4.19202516255e-06
2.29128756339,0.999953318089,0.000136789267753
2.34336228074,0.99999317822,0.000121946109905
2.39543699809,0.999976754652,2.13740883538e-05
2.44751171544,1.00002985715,5.36838254409e-05
2.49958643279,1.0000272424,6.67292967172e-05
2.55166115014,1.00002831133,2.25030366547e-05
2.60373586749,0.999984346773,2.71562677393e-05
2.65581058484,0.999987751037,8.07173744688e-05
2.70788530219,0.999983462138,3.18182364259e-05
2.75996001954,1.00000751304,8.63745971964e-05
2.81203473689,1.00001804921,4.19583352039e-05
2.86410945424,0.999992202742,0.000110816853519
2.91618417159,0.999983842899,6.56580717934e-05
2.96825888894,1.00005049035,0.000104886731506
3.02033360629,0.999996021328,0.00010292288285
3.07240832363,1.00000547319,0.000118255226406
3.12448304098,0.999979703448,4.87970387422e-05
3.17655775833,1.00000561474,0.000158973105284
3.22863247568,1.000018341,0.000127852319174
3.28070719303,0.999975229569,4.26324539286e-05
3.33278191038,0.9999948775,1.62643385086e-05
3.38485662773,0.999954057063,7.52590357696e-05
3.43693134508,1.00000822489,1.51521964261e-05
3.48900606243,1.00001297396,0.000130833848203
3.54108077978,0.999996712771,0.000132782456495
3.59315549713,0.999980170303,7.31970761221e-05
3.64523021448,0.999996168024,6.21650824233e-05
3.69730493183,0.99997160064,9.9903097069e-05
3.74937964918,0.999993225521,1.83081221152e-06
3.80145436653,0.999995235096,5.68194383638e-05
3.85352908388,1.00001154985,0.000153891616418
3.90560380123,1.00000255972,9.3797896812e-05
3.95767851858,0.999974629428,0.00010066529834
4.00975323593,1.00003443903,9.41630308686e-05
4.06182795328,1.00002972792,4.75405179221e-05
4.11390267063,1.00001205956,9.37880584126e-05
4.16597738798,0.999947449504,4.69903133647e-05
